name	run	timing
benchmark/large/tpch-sf100/q18.benchmark	2	5.588340
benchmark/large/tpch-sf100/q18.benchmark	3	5.442702
benchmark/large/tpch-sf100/q18.benchmark	4	5.345624
benchmark/large/tpch-sf100/q18.benchmark	5	5.495915
benchmark/large/tpch-sf100/q19.benchmark	1	0.977808
benchmark/large/tpch-sf100/q19.benchmark	2	0.979107
benchmark/large/tpch-sf100/q19.benchmark	3	1.479824
benchmark/large/tpch-sf100/q19.benchmark	4	1.017701
benchmark/large/tpch-sf100/q19.benchmark	5	0.985850
benchmark/large/tpch-sf100/q20.benchmark	1	1.201733
benchmark/large/tpch-sf100/q20.benchmark	2	1.215582
benchmark/large/tpch-sf100/q20.benchmark	3	1.227820
benchmark/large/tpch-sf100/q20.benchmark	4	1.222502
benchmark/large/tpch-sf100/q20.benchmark	5	1.242181
benchmark/large/tpch-sf100/q21.benchmark	1	5.410626
benchmark/large/tpch-sf100/q21.benchmark	2	5.449945
benchmark/large/tpch-sf100/q21.benchmark	3	5.606794
benchmark/large/tpch-sf100/q21.benchmark	4	5.832708
benchmark/large/tpch-sf100/q21.benchmark	5	6.598638
benchmark/large/tpch-sf100/q22.benchmark	1	0.934247
benchmark/large/tpch-sf100/q22.benchmark	2	0.926322
benchmark/large/tpch-sf100/q22.benchmark	3	0.928022
benchmark/large/tpch-sf100/q22.benchmark	4	0.924292
benchmark/large/tpch-sf100/q22.benchmark	5	0.923850
pid: 18419
