name	run	timing
benchmark/large/tpch-sf100/q12.benchmark	1	1.247428
benchmark/large/tpch-sf100/q12.benchmark	2	1.222711
benchmark/large/tpch-sf100/q12.benchmark	3	1.221997
benchmark/large/tpch-sf100/q12.benchmark	4	1.222757
benchmark/large/tpch-sf100/q12.benchmark	5	1.221046
benchmark/large/tpch-sf100/q13.benchmark	1	5.014465
benchmark/large/tpch-sf100/q13.benchmark	2	4.958859
benchmark/large/tpch-sf100/q13.benchmark	3	5.033615
benchmark/large/tpch-sf100/q13.benchmark	4	4.996944
benchmark/large/tpch-sf100/q13.benchmark	5	4.995436
benchmark/large/tpch-sf100/q14.benchmark	1	0.938914
benchmark/large/tpch-sf100/q14.benchmark	2	0.935890
benchmark/large/tpch-sf100/q14.benchmark	3	0.940408
benchmark/large/tpch-sf100/q14.benchmark	4	0.935403
benchmark/large/tpch-sf100/q14.benchmark	5	0.936374
benchmark/large/tpch-sf100/q15.benchmark	1	0.779781
benchmark/large/tpch-sf100/q15.benchmark	2	0.764976
benchmark/large/tpch-sf100/q15.benchmark	3	0.762288
benchmark/large/tpch-sf100/q15.benchmark	4	0.820595
benchmark/large/tpch-sf100/q15.benchmark	5	0.802011
benchmark/large/tpch-sf100/q16.benchmark	1	1.030925
benchmark/large/tpch-sf100/q16.benchmark	2	1.014906
benchmark/large/tpch-sf100/q16.benchmark	3	1.012470
benchmark/large/tpch-sf100/q16.benchmark	4	1.017393
benchmark/large/tpch-sf100/q16.benchmark	5	1.015441
benchmark/large/tpch-sf100/q17.benchmark	1	1.324890
benchmark/large/tpch-sf100/q17.benchmark	2	1.325705
benchmark/large/tpch-sf100/q17.benchmark	3	1.333470
benchmark/large/tpch-sf100/q17.benchmark	4	1.358315
benchmark/large/tpch-sf100/q17.benchmark	5	1.354345
benchmark/large/tpch-sf100/q18.benchmark	1	5.641567
benchmark/large/tpch-sf100/q18.benchmark	2	5.551253
benchmark/large/tpch-sf100/q18.benchmark	3	5.711277
benchmark/large/tpch-sf100/q18.benchmark	4	5.406938
benchmark/large/tpch-sf100/q18.benchmark	5	5.511512
benchmark/large/tpch-sf100/q19.benchmark	1	0.975969
benchmark/large/tpch-sf100/q19.benchmark	2	0.978378
benchmark/large/tpch-sf100/q19.benchmark	3	0.980656
benchmark/large/tpch-sf100/q19.benchmark	4	0.992720
benchmark/large/tpch-sf100/q19.benchmark	5	0.985186
benchmark/large/tpch-sf100/q20.benchmark	1	1.429944
benchmark/large/tpch-sf100/q20.benchmark	2	1.401443
benchmark/large/tpch-sf100/q20.benchmark	3	1.356030
benchmark/large/tpch-sf100/q20.benchmark	4	1.430435
benchmark/large/tpch-sf100/q20.benchmark	5	1.405820
benchmark/large/tpch-sf100/q21.benchmark	1	5.609345
benchmark/large/tpch-sf100/q21.benchmark	2	6.056900
benchmark/large/tpch-sf100/q21.benchmark	3	6.456743
benchmark/large/tpch-sf100/q21.benchmark	4	6.559776
benchmark/large/tpch-sf100/q21.benchmark	5	6.393025
benchmark/large/tpch-sf100/q22.benchmark	1	0.942943
benchmark/large/tpch-sf100/q22.benchmark	2	0.910651
benchmark/large/tpch-sf100/q22.benchmark	3	0.937064
benchmark/large/tpch-sf100/q22.benchmark	4	0.924726
benchmark/large/tpch-sf100/q22.benchmark	5	0.927775
pid: 111192
