name	run	timing
benchmark/large/tpch-sf100/q17.benchmark	1	1.458450
benchmark/large/tpch-sf100/q17.benchmark	2	1.447358
benchmark/large/tpch-sf100/q17.benchmark	3	1.452210
benchmark/large/tpch-sf100/q17.benchmark	4	1.485153
benchmark/large/tpch-sf100/q17.benchmark	5	1.456651
benchmark/large/tpch-sf100/q18.benchmark	1	6.256736
benchmark/large/tpch-sf100/q18.benchmark	2	6.359071
benchmark/large/tpch-sf100/q18.benchmark	3	6.328098
benchmark/large/tpch-sf100/q18.benchmark	4	6.383812
benchmark/large/tpch-sf100/q18.benchmark	5	6.342027
benchmark/large/tpch-sf100/q19.benchmark	1	0.999456
benchmark/large/tpch-sf100/q19.benchmark	2	1.004098
benchmark/large/tpch-sf100/q19.benchmark	3	0.998221
benchmark/large/tpch-sf100/q19.benchmark	4	1.006967
benchmark/large/tpch-sf100/q19.benchmark	5	1.013542
benchmark/large/tpch-sf100/q20.benchmark	1	1.351251
benchmark/large/tpch-sf100/q20.benchmark	2	1.410151
benchmark/large/tpch-sf100/q20.benchmark	3	1.486237
benchmark/large/tpch-sf100/q20.benchmark	4	1.513948
benchmark/large/tpch-sf100/q20.benchmark	5	1.507541
benchmark/large/tpch-sf100/q21.benchmark	1	7.909683
benchmark/large/tpch-sf100/q21.benchmark	2	8.040472
benchmark/large/tpch-sf100/q21.benchmark	3	7.801509
benchmark/large/tpch-sf100/q21.benchmark	4	8.037708
benchmark/large/tpch-sf100/q21.benchmark	5	8.030012
benchmark/large/tpch-sf100/q22.benchmark	1	0.945173
benchmark/large/tpch-sf100/q22.benchmark	2	0.935213
benchmark/large/tpch-sf100/q22.benchmark	3	0.910788
benchmark/large/tpch-sf100/q22.benchmark	4	0.931284
benchmark/large/tpch-sf100/q22.benchmark	5	0.886061
pid: 251297
