name	run	timing
benchmark/large/tpch-sf100/q15.benchmark	1	0.911563
benchmark/large/tpch-sf100/q15.benchmark	2	0.887329
benchmark/large/tpch-sf100/q15.benchmark	3	1.021175
benchmark/large/tpch-sf100/q15.benchmark	4	1.035616
benchmark/large/tpch-sf100/q15.benchmark	5	1.070854
benchmark/large/tpch-sf100/q16.benchmark	1	1.022182
benchmark/large/tpch-sf100/q16.benchmark	2	1.012902
benchmark/large/tpch-sf100/q16.benchmark	3	1.014174
benchmark/large/tpch-sf100/q16.benchmark	4	1.005810
benchmark/large/tpch-sf100/q16.benchmark	5	1.012281
benchmark/large/tpch-sf100/q17.benchmark	1	1.418191
benchmark/large/tpch-sf100/q17.benchmark	2	1.418068
benchmark/large/tpch-sf100/q17.benchmark	3	1.408569
benchmark/large/tpch-sf100/q17.benchmark	4	1.410507
benchmark/large/tpch-sf100/q17.benchmark	5	1.425247
benchmark/large/tpch-sf100/q18.benchmark	1	6.112776
benchmark/large/tpch-sf100/q18.benchmark	2	6.001855
benchmark/large/tpch-sf100/q18.benchmark	3	5.989942
benchmark/large/tpch-sf100/q18.benchmark	4	5.988527
benchmark/large/tpch-sf100/q18.benchmark	5	5.965291
benchmark/large/tpch-sf100/q19.benchmark	1	0.991382
benchmark/large/tpch-sf100/q19.benchmark	2	0.988797
benchmark/large/tpch-sf100/q19.benchmark	3	0.991356
benchmark/large/tpch-sf100/q19.benchmark	4	0.997388
benchmark/large/tpch-sf100/q19.benchmark	5	0.998359
benchmark/large/tpch-sf100/q20.benchmark	1	1.475224
benchmark/large/tpch-sf100/q20.benchmark	2	1.446822
benchmark/large/tpch-sf100/q20.benchmark	3	1.467698
benchmark/large/tpch-sf100/q20.benchmark	4	1.422447
benchmark/large/tpch-sf100/q20.benchmark	5	1.470419
benchmark/large/tpch-sf100/q21.benchmark	1	7.291489
benchmark/large/tpch-sf100/q21.benchmark	2	7.540469
benchmark/large/tpch-sf100/q21.benchmark	3	6.773636
benchmark/large/tpch-sf100/q21.benchmark	4	7.383696
benchmark/large/tpch-sf100/q21.benchmark	5	7.568194
benchmark/large/tpch-sf100/q22.benchmark	1	0.940541
benchmark/large/tpch-sf100/q22.benchmark	2	0.937472
benchmark/large/tpch-sf100/q22.benchmark	3	0.934381
benchmark/large/tpch-sf100/q22.benchmark	4	0.931185
benchmark/large/tpch-sf100/q22.benchmark	5	0.929338
pid: 212466
