name	run	timing
benchmark/large/tpch-sf100/q11.benchmark	1	0.234545
benchmark/large/tpch-sf100/q11.benchmark	2	0.225965
benchmark/large/tpch-sf100/q11.benchmark	3	0.223426
benchmark/large/tpch-sf100/q11.benchmark	4	0.232321
benchmark/large/tpch-sf100/q11.benchmark	5	0.227241
benchmark/large/tpch-sf100/q12.benchmark	1	1.656403
benchmark/large/tpch-sf100/q12.benchmark	2	1.644362
benchmark/large/tpch-sf100/q12.benchmark	3	1.652947
benchmark/large/tpch-sf100/q12.benchmark	4	1.655512
benchmark/large/tpch-sf100/q12.benchmark	5	1.655553
benchmark/large/tpch-sf100/q13.benchmark	1	6.962101
benchmark/large/tpch-sf100/q13.benchmark	2	6.267381
benchmark/large/tpch-sf100/q13.benchmark	3	6.273923
benchmark/large/tpch-sf100/q13.benchmark	4	6.220963
benchmark/large/tpch-sf100/q13.benchmark	5	6.203501
benchmark/large/tpch-sf100/q14.benchmark	1	1.075660
benchmark/large/tpch-sf100/q14.benchmark	2	1.078783
benchmark/large/tpch-sf100/q14.benchmark	3	1.077281
benchmark/large/tpch-sf100/q14.benchmark	4	1.077547
benchmark/large/tpch-sf100/q14.benchmark	5	1.087037
benchmark/large/tpch-sf100/q15.benchmark	1	0.969979
benchmark/large/tpch-sf100/q15.benchmark	2	0.948989
benchmark/large/tpch-sf100/q15.benchmark	3	0.952265
benchmark/large/tpch-sf100/q15.benchmark	4	0.949800
benchmark/large/tpch-sf100/q15.benchmark	5	0.950326
benchmark/large/tpch-sf100/q16.benchmark	1	1.025992
benchmark/large/tpch-sf100/q16.benchmark	2	1.014432
benchmark/large/tpch-sf100/q16.benchmark	3	1.010706
benchmark/large/tpch-sf100/q16.benchmark	4	1.010231
benchmark/large/tpch-sf100/q16.benchmark	5	1.012156
benchmark/large/tpch-sf100/q17.benchmark	1	1.454310
benchmark/large/tpch-sf100/q17.benchmark	2	1.440233
benchmark/large/tpch-sf100/q17.benchmark	3	1.459358
benchmark/large/tpch-sf100/q17.benchmark	4	1.472511
benchmark/large/tpch-sf100/q17.benchmark	5	1.458740
benchmark/large/tpch-sf100/q18.benchmark	1	6.214485
benchmark/large/tpch-sf100/q18.benchmark	2	6.148948
benchmark/large/tpch-sf100/q18.benchmark	3	6.288938
benchmark/large/tpch-sf100/q18.benchmark	4	6.229600
benchmark/large/tpch-sf100/q18.benchmark	5	6.206136
benchmark/large/tpch-sf100/q19.benchmark	1	1.042243
benchmark/large/tpch-sf100/q19.benchmark	2	1.047445
benchmark/large/tpch-sf100/q19.benchmark	3	1.042648
benchmark/large/tpch-sf100/q19.benchmark	4	1.048422
benchmark/large/tpch-sf100/q19.benchmark	5	1.060144
benchmark/large/tpch-sf100/q20.benchmark	1	1.464474
benchmark/large/tpch-sf100/q20.benchmark	2	1.473490
benchmark/large/tpch-sf100/q20.benchmark	3	1.521844
benchmark/large/tpch-sf100/q20.benchmark	4	1.485255
benchmark/large/tpch-sf100/q20.benchmark	5	1.453780
benchmark/large/tpch-sf100/q21.benchmark	1	7.644658
benchmark/large/tpch-sf100/q21.benchmark	2	7.869543
benchmark/large/tpch-sf100/q21.benchmark	3	7.823513
benchmark/large/tpch-sf100/q21.benchmark	4	7.849560
benchmark/large/tpch-sf100/q21.benchmark	5	8.388935
benchmark/large/tpch-sf100/q22.benchmark	1	0.936400
benchmark/large/tpch-sf100/q22.benchmark	2	0.938493
benchmark/large/tpch-sf100/q22.benchmark	3	0.932388
benchmark/large/tpch-sf100/q22.benchmark	4	0.912683
benchmark/large/tpch-sf100/q22.benchmark	5	0.931146
pid: 147825
