name	run	timing
benchmark/large/tpch-sf100/q08.benchmark	3	1.679139
benchmark/large/tpch-sf100/q08.benchmark	4	1.685079
benchmark/large/tpch-sf100/q08.benchmark	5	1.701203
benchmark/large/tpch-sf100/q09.benchmark	1	6.555174
benchmark/large/tpch-sf100/q09.benchmark	2	5.017110
benchmark/large/tpch-sf100/q09.benchmark	3	5.812689
benchmark/large/tpch-sf100/q09.benchmark	4	5.854332
benchmark/large/tpch-sf100/q09.benchmark	5	6.789891
benchmark/large/tpch-sf100/q10.benchmark	1	2.917855
benchmark/large/tpch-sf100/q10.benchmark	2	2.966500
benchmark/large/tpch-sf100/q10.benchmark	3	2.965712
benchmark/large/tpch-sf100/q10.benchmark	4	2.978490
benchmark/large/tpch-sf100/q10.benchmark	5	2.987508
benchmark/large/tpch-sf100/q11.benchmark	1	0.233056
benchmark/large/tpch-sf100/q11.benchmark	2	0.232241
benchmark/large/tpch-sf100/q11.benchmark	3	0.232676
benchmark/large/tpch-sf100/q11.benchmark	4	0.221752
benchmark/large/tpch-sf100/q11.benchmark	5	0.230561
benchmark/large/tpch-sf100/q12.benchmark	1	1.223523
benchmark/large/tpch-sf100/q12.benchmark	2	1.223771
benchmark/large/tpch-sf100/q12.benchmark	3	1.214624
benchmark/large/tpch-sf100/q12.benchmark	4	1.216386
benchmark/large/tpch-sf100/q12.benchmark	5	1.226236
benchmark/large/tpch-sf100/q13.benchmark	1	5.344021
benchmark/large/tpch-sf100/q13.benchmark	2	5.379168
benchmark/large/tpch-sf100/q13.benchmark	3	5.335708
benchmark/large/tpch-sf100/q13.benchmark	4	5.412946
benchmark/large/tpch-sf100/q13.benchmark	5	5.376648
benchmark/large/tpch-sf100/q14.benchmark	1	0.968254
benchmark/large/tpch-sf100/q14.benchmark	2	0.962725
benchmark/large/tpch-sf100/q14.benchmark	3	0.963475
benchmark/large/tpch-sf100/q14.benchmark	4	0.983717
benchmark/large/tpch-sf100/q14.benchmark	5	1.012243
benchmark/large/tpch-sf100/q15.benchmark	1	0.777343
benchmark/large/tpch-sf100/q15.benchmark	2	0.764373
benchmark/large/tpch-sf100/q15.benchmark	3	0.762115
benchmark/large/tpch-sf100/q15.benchmark	4	0.763716
benchmark/large/tpch-sf100/q15.benchmark	5	0.765322
benchmark/large/tpch-sf100/q16.benchmark	1	1.015316
benchmark/large/tpch-sf100/q16.benchmark	2	1.013141
benchmark/large/tpch-sf100/q16.benchmark	3	1.014548
benchmark/large/tpch-sf100/q16.benchmark	4	1.009760
benchmark/large/tpch-sf100/q16.benchmark	5	1.009878
benchmark/large/tpch-sf100/q17.benchmark	1	1.336241
benchmark/large/tpch-sf100/q17.benchmark	2	1.347673
benchmark/large/tpch-sf100/q17.benchmark	3	1.336110
benchmark/large/tpch-sf100/q17.benchmark	4	1.330976
benchmark/large/tpch-sf100/q17.benchmark	5	1.371051
benchmark/large/tpch-sf100/q18.benchmark	1	6.427227
benchmark/large/tpch-sf100/q18.benchmark	2	5.500708
benchmark/large/tpch-sf100/q18.benchmark	3	5.453300
benchmark/large/tpch-sf100/q18.benchmark	4	5.573164
benchmark/large/tpch-sf100/q18.benchmark	5	5.630878
benchmark/large/tpch-sf100/q19.benchmark	1	0.975958
benchmark/large/tpch-sf100/q19.benchmark	2	0.978286
benchmark/large/tpch-sf100/q19.benchmark	3	0.976796
benchmark/large/tpch-sf100/q19.benchmark	4	0.979663
benchmark/large/tpch-sf100/q19.benchmark	5	0.984612
benchmark/large/tpch-sf100/q20.benchmark	1	1.389033
benchmark/large/tpch-sf100/q20.benchmark	2	1.378111
benchmark/large/tpch-sf100/q20.benchmark	3	1.361556
benchmark/large/tpch-sf100/q20.benchmark	4	1.348456
benchmark/large/tpch-sf100/q20.benchmark	5	1.355235
benchmark/large/tpch-sf100/q21.benchmark	1	6.775688
benchmark/large/tpch-sf100/q21.benchmark	2	6.981882
benchmark/large/tpch-sf100/q21.benchmark	3	6.859759
benchmark/large/tpch-sf100/q21.benchmark	4	6.874162
benchmark/large/tpch-sf100/q21.benchmark	5	6.982420
benchmark/large/tpch-sf100/q22.benchmark	1	0.931115
benchmark/large/tpch-sf100/q22.benchmark	2	0.933910
benchmark/large/tpch-sf100/q22.benchmark	3	0.931438
benchmark/large/tpch-sf100/q22.benchmark	4	0.912205
benchmark/large/tpch-sf100/q22.benchmark	5	0.933628
pid: 200261
