name	run	timing
benchmark/large/tpch-sf100/q19.benchmark	5	1.038795
benchmark/large/tpch-sf100/q20.benchmark	1	1.575085
benchmark/large/tpch-sf100/q20.benchmark	2	1.966514
benchmark/large/tpch-sf100/q20.benchmark	3	1.450137
benchmark/large/tpch-sf100/q20.benchmark	4	1.364318
benchmark/large/tpch-sf100/q20.benchmark	5	1.362639
benchmark/large/tpch-sf100/q21.benchmark	1	7.534587
benchmark/large/tpch-sf100/q21.benchmark	2	7.544054
benchmark/large/tpch-sf100/q21.benchmark	3	7.223450
benchmark/large/tpch-sf100/q21.benchmark	4	7.552569
benchmark/large/tpch-sf100/q21.benchmark	5	7.349144
benchmark/large/tpch-sf100/q22.benchmark	1	0.937649
benchmark/large/tpch-sf100/q22.benchmark	2	0.932085
benchmark/large/tpch-sf100/q22.benchmark	3	0.933794
benchmark/large/tpch-sf100/q22.benchmark	4	0.930035
benchmark/large/tpch-sf100/q22.benchmark	5	0.929023
pid: 115886
